age,workclass,education,'marital status',race,sex,'Native Region',result
41,' Government',' Higher Education',' Married',' White',' Male',' US and Canada',' >50K'
55,' Private',' pre-HS',' Married',' White',' Male',' US and Canada',' >50K'
44,' Private',' College',' Married',' White',' Male',' US and Canada',' <=50K'
44,' Private',' College',' Married',' Other',' Male',' US and Canada',' <=50K'
50,' Private',' College',' Never-married',' White',' Male',' US and Canada',' <=50K'
44,' Government',' Higher Education',' Never-married',' White',' Female',' US and Canada',' <=50K'
41,' Private',' Higher Education',' Married',' White',' Male',' US and Canada',' >50K'
19,' ?',' College',' Never-married',' White',' Female',' US and Canada',' <=50K'
56,' Private',' College',' Married',' White',' Male',' US and Canada',' >50K'
60,' Private',' pre-HS',' Married',' White',' Male',' US and Canada',' <=50K'
20,' ?',' College',' Never-married',' White',' Female',' US and Canada',' <=50K'
55,' Private',' College',' Married',' White',' Male',' US and Canada',' >50K'
33,' Government',' College',' Never-married',' White',' Male',' US and Canada',' <=50K'
62,' Private',' College',' Seperated or Widowed',' White',' Female',' US and Canada',' <=50K'
41,' Private',' College',' Married',' White',' Male',' US and Canada',' >50K'
58,' Government',' College',' Married',' White',' Male',' US and Canada',' <=50K'
38,' Private',' College',' Married',' Asian-Pac-Islander',' Male',' Asia',' >50K'
56,' Private',' pre-HS',' Married',' Black',' Male',' US and Canada',' <=50K'
48,' Private',' College',' Seperated or Widowed',' White',' Male',' US and Canada',' <=50K'
22,' Private',' College',' Never-married',' White',' Male',' US and Canada',' <=50K'
20,' Private',' College',' Never-married',' White',' Male',' US and Canada',' <=50K'
46,' Private',' College',' Married',' White',' Male',' US and Canada',' <=50K'
33,' Private',' College',' Married',' White',' Male',' US and Canada',' >50K'
19,' ?',' College',' Never-married',' Black',' Female',' Latin / South America',' <=50K'
56,' Private',' College',' Married',' White',' Male',' US and Canada',' >50K'
52,' Government',' College',' Seperated or Widowed',' White',' Female',' US and Canada',' <=50K'
48,' Private',' Higher Education',' Married',' White',' Male',' Latin / South America',' >50K'
23,' Government',' College',' Never-married',' Black',' Female',' US and Canada',' <=50K'
30,' ?',' pre-HS',' Married',' White',' Male',' US and Canada',' <=50K'
24,' No Income',' College',' Never-married',' White',' Female',' US and Canada',' <=50K'
49,' Private',' College',' Seperated or Widowed',' White',' Female',' US and Canada',' <=50K'
33,' Private',' College',' Never-married',' White',' Male',' US and Canada',' <=50K'
27,' Private',' College',' Never-married',' White',' Female',' US and Canada',' <=50K'
33,' Private',' College',' Married',' White',' Male',' US and Canada',' <=50K'
41,' Private',' pre-HS',' Seperated or Widowed',' White',' Female',' US and Canada',' <=50K'
22,' Private',' College',' Never-married',' White',' Female',' US and Canada',' <=50K'
68,' ?',' College',' Married',' White',' Female',' US and Canada',' <=50K'
35,' Private',' College',' Seperated or Widowed',' White',' Female',' US and Canada',' >50K'
54,' Government',' College',' Married',' White',' Male',' US and Canada',' <=50K'
37,' No Income',' College',' Never-married',' White',' Male',' US and Canada',' <=50K'
50,' Private',' College',' Married',' White',' Male',' US and Canada',' >50K'
33,' Private',' College',' Seperated or Widowed',' White',' Female',' US and Canada',' <=50K'
32,' Private',' College',' Seperated or Widowed',' White',' Male',' US and Canada',' <=50K'
23,' Private',' College',' Never-married',' Black',' Female',' US and Canada',' <=50K'
33,' Government',' Higher Education',' Never-married',' White',' Female',' Europe',' <=50K'
25,' Private',' College',' Never-married',' White',' Female',' US and Canada',' <=50K'
54,' Government',' College',' Seperated or Widowed',' White',' Female',' US and Canada',' <=50K'
20,' Government',' College',' Never-married',' White',' Female',' US and Canada',' <=50K'
61,' Private',' pre-HS',' Seperated or Widowed',' White',' Male',' US and Canada',' <=50K'
36,' Private',' pre-HS',' Married',' White',' Male',' US and Canada',' <=50K'
32,' Private',' College',' Never-married',' Black',' Female',' US and Canada',' <=50K'
35,' Private',' pre-HS',' Seperated or Widowed',' Black',' Female',' US and Canada',' <=50K'
69,' Private',' College',' Seperated or Widowed',' White',' Female',' US and Canada',' <=50K'
46,' Private',' College',' Seperated or Widowed',' White',' Female',' US and Canada',' <=50K'
29,' Private',' College',' Seperated or Widowed',' White',' Male',' US and Canada',' <=50K'
36,' Private',' College',' Never-married',' White',' Female',' US and Canada',' <=50K'
34,' Private',' College',' Never-married',' White',' Male',' US and Canada',' <=50K'
69,' Private',' College',' Seperated or Widowed',' White',' Female',' US and Canada',' <=50K'
25,' Private',' pre-HS',' Never-married',' White',' Male',' US and Canada',' <=50K'
20,' Private',' College',' Never-married',' White',' Female',' US and Canada',' <=50K'
30,' Private',' College',' Married',' White',' Female',' US and Canada',' <=50K'
67,' Government',' College',' Married',' White',' Male',' US and Canada',' <=50K'
61,' Private',' pre-HS',' Married',' White',' Female',' Latin / South America',' <=50K'
22,' Private',' College',' Never-married',' White',' Female',' US and Canada',' <=50K'
29,' Private',' College',' Never-married',' White',' Male',' US and Canada',' <=50K'
40,' Private',' College',' Never-married',' Black',' Male',' US and Canada',' <=50K'
42,' Private',' Higher Education',' Married',' White',' Male',' US and Canada',' >50K'
65,' ?',' College',' Married',' White',' Female',' US and Canada',' >50K'
41,' Private',' College',' Seperated or Widowed',' White',' Male',' US and Canada',' <=50K'
57,' ?',' College',' Married',' White',' Male',' US and Canada',' <=50K'
18,' Private',' College',' Never-married',' White',' Female',' US and Canada',' <=50K'
44,' Private',' College',' Married',' White',' Female',' US and Canada',' <=50K'
37,' Private',' pre-HS',' Married',' Asian-Pac-Islander',' Male',' ?',' <=50K'
43,' Private',' College',' Married',' Asian-Pac-Islander',' Male',' US and Canada',' <=50K'
22,' Private',' College',' Never-married',' Asian-Pac-Islander',' Female',' US and Canada',' <=50K'
39,' Private',' College',' Never-married',' White',' Male',' US and Canada',' <=50K'
36,' Private',' College',' Never-married',' White',' Male',' US and Canada',' <=50K'
47,' Private',' College',' Married',' Asian-Pac-Islander',' Male',' Asia',' <=50K'
59,' Private',' College',' Married',' White',' Male',' US and Canada',' <=50K'
25,' Private',' College',' Never-married',' White',' Male',' US and Canada',' <=50K'
53,' Private',' College',' Married',' Black',' Male',' US and Canada',' >50K'
29,' Private',' College',' Married',' White',' Male',' US and Canada',' <=50K'
51,' Government',' Higher Education',' Married',' White',' Male',' US and Canada',' >50K'
38,' Private',' Higher Education',' Married',' Black',' Male',' ?',' <=50K'
41,' Private',' College',' Married',' White',' Male',' US and Canada',' >50K'
20,' Private',' College',' Never-married',' Black',' Female',' US and Canada',' <=50K'
27,' Private',' College',' Never-married',' White',' Male',' US and Canada',' <=50K'
72,' Private',' College',' Seperated or Widowed',' White',' Female',' US and Canada',' <=50K'
33,' Private',' pre-HS',' Married',' White',' Male',' US and Canada',' <=50K'
31,' Private',' College',' Married',' Black',' Male',' US and Canada',' >50K'
53,' Private',' College',' Seperated or Widowed',' Asian-Pac-Islander',' Male',' US and Canada',' <=50K'
27,' Private',' College',' Married',' Black',' Female',' US and Canada',' >50K'
37,' Private',' College',' Seperated or Widowed',' Amer-Asian-Eskimo',' Female',' US and Canada',' <=50K'
45,' Private',' College',' Seperated or Widowed',' White',' Female',' US and Canada',' <=50K'
35,' Private',' pre-HS',' Married',' Asian-Pac-Islander',' Male',' Asia',' <=50K'
59,' ?',' College',' Married',' White',' Male',' US and Canada',' >50K'
17,' Private',' pre-HS',' Never-married',' White',' Female',' US and Canada',' <=50K'
39,' Private',' College',' Married',' White',' Male',' US and Canada',' >50K'
33,' Private',' College',' Married',' White',' Male',' US and Canada',' >50K'
35,' No Income',' pre-HS',' Married',' White',' Male',' US and Canada',' <=50K'
40,' Private',' College',' Married',' White',' Male',' US and Canada',' <=50K'
39,' Private',' College',' Never-married',' Black',' Female',' US and Canada',' <=50K'
26,' Private',' College',' Never-married',' White',' Female',' Latin / South America',' <=50K'
36,' Private',' pre-HS',' Married',' White',' Female',' US and Canada',' <=50K'
39,' Private',' College',' Married',' White',' Male',' US and Canada',' <=50K'
28,' Private',' College',' Never-married',' White',' Male',' US and Canada',' >50K'
55,' Private',' College',' Married',' White',' Male',' US and Canada',' >50K'
21,' Private',' pre-HS',' Never-married',' White',' Female',' Latin / South America',' <=50K'
53,' Government',' College',' Married',' White',' Male',' US and Canada',' <=50K'
19,' Private',' College',' Never-married',' White',' Female',' US and Canada',' <=50K'
60,' Private',' pre-HS',' Married',' White',' Male',' US and Canada',' <=50K'
68,' ?',' College',' Seperated or Widowed',' White',' Male',' US and Canada',' <=50K'
56,' Government',' College',' Seperated or Widowed',' White',' Female',' US and Canada',' <=50K'
39,' Private',' College',' Married',' White',' Male',' US and Canada',' <=50K'
31,' Private',' College',' Seperated or Widowed',' Amer-Asian-Eskimo',' Female',' US and Canada',' <=50K'
27,' Private',' Higher Education',' Never-married',' White',' Female',' US and Canada',' <=50K'
40,' ?',' College',' Seperated or Widowed',' Black',' Female',' US and Canada',' <=50K'
24,' Private',' College',' Married',' White',' Male',' US and Canada',' <=50K'
33,' Private',' College',' Married',' White',' Male',' US and Canada',' >50K'
43,' Private',' College',' Married',' White',' Male',' US and Canada',' >50K'
55,' Private',' College',' Married',' White',' Male',' US and Canada',' >50K'
34,' Private',' College',' Married',' White',' Male',' US and Canada',' >50K'
17,' Private',' pre-HS',' Never-married',' White',' Male',' US and Canada',' <=50K'
24,' Private',' College',' Never-married',' White',' Female',' US and Canada',' <=50K'
24,' Private',' College',' Never-married',' White',' Male',' US and Canada',' <=50K'
31,' Private',' College',' Married',' White',' Male',' US and Canada',' <=50K'
39,' Private',' pre-HS',' Married',' Asian-Pac-Islander',' Male',' Asia',' <=50K'
59,' Government',' College',' Married',' White',' Male',' US and Canada',' <=50K'
41,' Government',' College',' Married',' White',' Female',' US and Canada',' >50K'
32,' Private',' pre-HS',' Married',' White',' Female',' US and Canada',' <=50K'
51,' Government',' Higher Education',' Never-married',' White',' Male',' US and Canada',' <=50K'
43,' Private',' College',' Married',' White',' Male',' US and Canada',' <=50K'
39,' Private',' College',' Married',' White',' Male',' US and Canada',' <=50K'
27,' Private',' College',' Never-married',' White',' Male',' US and Canada',' <=50K'
27,' No Income',' College',' Married',' White',' Male',' US and Canada',' <=50K'
50,' Private',' College',' Married',' White',' Male',' US and Canada',' <=50K'
40,' Private',' College',' Married',' White',' Male',' US and Canada',' >50K'
42,' No Income',' College',' Married',' White',' Male',' US and Canada',' <=50K'
19,' ?',' College',' Never-married',' White',' Female',' US and Canada',' <=50K'
46,' Private',' Higher Education',' Married',' White',' Male',' US and Canada',' >50K'
31,' Private',' Higher Education',' Seperated or Widowed',' Other',' Female',' US and Canada',' <=50K'
45,' Private',' College',' Married',' White',' Male',' US and Canada',' >50K'
43,' No Income',' College',' Married',' White',' Male',' US and Canada',' <=50K'
49,' Private',' College',' Seperated or Widowed',' White',' Male',' US and Canada',' <=50K'
25,' Private',' College',' Never-married',' White',' Female',' Latin / South America',' <=50K'
21,' Private',' College',' Never-married',' White',' Male',' US and Canada',' <=50K'
40,' Government',' pre-HS',' Married',' Black',' Male',' ?',' >50K'
